userName,score,content,at,replyContent
Ari Jambi,1,sistem match making tidak adil harusnya di bikin seimbang misalnya mantan imortal ada dua di tim a dan di tim b ada dua juga. ini malah mantan glory bintang 50 lawan mantan imo bintang 500 udah pasti kalah. mohon pihak moonton perbaiki sistem match makingngnya dulu pernah saya main game MOBA sebelah sistem match makingnya adil. terimakasih,2026-01-06 01:43:51,
mrizkyyaumul fajri,1,game kikir gacha buruk trus,2026-01-06 01:43:05,
LerSkieee,5,masa gabisa mulihin akun min gimana ini?,2026-01-06 01:42:12,
Boyonk Inside,1,"ML makin kesini makin kaga jelas match makingnya, seengaknya kalo tim sama-sama bener mainya, kalahpun masih dimaklumin, ini ber urut-urut dikasih match making troll, pantes makin sepi ni game, beralih ke game sebelah.",2026-01-06 01:38:26,
Derlison Situmorang,1,"setiap main gk pernah beres tim nya, lawan nya selalu yg gk seimbang, izin hapus lebih baik main ff dari pada gem ini, ternyata lebih burik gem mlbb ini",2026-01-06 01:37:26,
Yesty Yesty,1,gak masuk akal game nya donlot data lama,2026-01-06 01:36:56,
Vigy 06,1,lostreak ga kira kira di kasih dark system Mulu.. ga adil lu moonton.. kalo ngasih lawan juga ga imbang.. ngotak dikit kalo ngasih lawan sampe puluhan lostreak,2026-01-06 01:36:28,
R',1,updet sinyal makin gk jelas ini chet apa kya mna sinyal bisa ancur smua pp,2026-01-06 01:36:22,
Fakhri Kunimoto,1,main ni game ibarat main judol.. stop main ml kntl,2026-01-06 01:34:29,
Ryan Arby,1,game busuk dapet tim bego mulu. emang rusak game sampah. matching di kasih tim ampas terus. cuih,2026-01-06 01:34:23,
Vynn Softboy,1,"game aneh,masa team sama musuh skillnya jauh banget,setiap match pasti di kasi musuh jago dan team noob, udah lah kikir,ngasih musuh sama team sendiri juga ga adil,di kira gw sanz apa begimana dah ni moonton, kecewa banget dari dulu sampe sekarang tetep ae sama,",2026-01-06 01:33:45,
Hasin01 Mubarok,1,game tidak ramah matcmatching tidak adil dan banyak darksistem,2026-01-06 01:32:48,
Fino30 Al,2,gua main ML sisen ini udah ada 70 lebih pertandingan tetepi gua di beri tim yang kurang baik di sengaja kan tim gua kaya computer tim musuh mantap mantap semua apa ML udah benci ama gua ya???,2026-01-06 01:32:29,
Arya wiguna,1,"server gak jelas, benerin dlu tuh jaringan",2026-01-06 01:32:28,
Kevin Fendian,1,"matchmaking bapuk di kasih se tim sama player gak jelas, game moba paling sampah, , game busuk busuk busuk",2026-01-06 01:32:10,
Dede Mulyana,1,makin tolol tem nya makin sini,2026-01-06 01:28:34,
Supri Yatna,1,gak adil musuh yah jago tim yah gak bisa main aku sampai turun ke epik lagi,2026-01-06 01:27:04,
Chelo Wwr,1,"GAME RUSAK INI,PARAH BANGET menyesal download game ini,menyita banyak waktu,. matchmaking yang tidak seimbang.",2026-01-06 01:26:01,
renz ajh,1,ni 1 mkan,2026-01-06 01:24:43,
Onlek Btr,5,sengaja bintang lima agar di baca jangan di download pas rank kalian legend nanti monton gak pakek otak beri tim yg tolol sedangkan musuh sekelas kairi dan di beri win los win lagi los lagi win lagi los lagi ngulang²,2026-01-06 01:24:33,
Jin Seo,3,banyak player yang ingin menyerah dalam pertandingan jika dibiarkan malah afk,2026-01-06 01:24:12,
Yuen Plasing,1,aplikasi nya makin berat maka makin berkurang pengguna nya,2026-01-06 01:23:49,
ARIL LAPINZO,5,kikir banget sih masa misi tiket gacha Nolan 11.11 malah cuma gunain diamond? mana banyak banget 500dm gw dah top up banyak di game lu hargain dikit jadi developer kikir amat,2026-01-06 01:22:22,
Anggi IrmaYani,1,match making makin kesini makin ngaco,2026-01-06 01:19:12,
Fauja Arifin,1,"montoon ini game nya aneh, lawan computer ko di pause 😒",2026-01-06 01:18:04,
Zai Cool,1,"game nya mkin update makin keren tp kesalahan nya ngasi team gk jelas mulu., tlong la moonton,kasi performa yang jelas,, kami para player juga mau main dengan team yg seimbang bukan yang anak baru tumbuh.. kecewa bangt main kek gni",2026-01-06 01:16:34,
Re Fan,5,Coba Collab Ama One Piece Kayak Nya Seru,2026-01-06 01:15:29,
Dimaz Exoyounee,1,Saya ikut starlight member kenapa peringkat tidak naik ini padahal misi selesai ???,2026-01-06 01:14:34,
TARTEDS,1,bantu saya montoon. kasih tim yang bener lah . 100 match masih di epic 2 dapet tim bot semua,2026-01-06 01:12:33,
Wawa Wawa,5,slm duta lose streak 🫡,2026-01-06 01:11:35,
MuhammadFauzi Hasri,1,sesuaikan tim untuk yg solo rank👍 agar tidak terlalu berat sekali bertemu teman yg trol,2026-01-06 01:10:50,
08. Arvian Ardi Pratama putra,1,game kontol,2026-01-06 01:10:23,
Nia Arsya,2,"Gamenya si bagus..tpi sangat disayangkan saya sering dpt kata-kata kasar dan kotor lewat chatan..Mohon Jangan diadakan chatan..qlo pake microfon masih bisa diatasi dgn cara tidak diaktifkan microfonnya🙏🙏,dan tolong slot emojinya tambahin biar makin seru mainnya. smoga saran saya bisa dipertimbangkan.. terimakasih 🙏,",2026-01-06 01:10:22,
Rush Man,1,"game yg tidak sportif,dapet temen bot semua cok.... lama2 jga gak ada peminaty game ini",2026-01-06 01:08:52,
fikri Aryadinata,1,game ini emang udah sedikit peminatnya ya sampe sampe saya main di kasih tim boot semua!!,2026-01-06 01:07:58,
Dinor Adi,1,game asu,2026-01-06 01:07:44,
Muhammad Riski,5,"keren bngt mobile legends buat kita Mabar sama tmn""",2026-01-06 01:06:41,
Soto,1,match matching rusak,2026-01-06 01:06:23,
Muh Hayar,1,Game nya laaaaaagg laaaaa😁😁😁🤣😂🤣😂🤣😂🤣😂🤣😂🤣🤪🤪🤪🤪🤪🤣😂🤣😂🤪🤪🤪,2026-01-06 01:06:13,
Firman Suminta,1,gajelas,2026-01-06 01:05:32,
Doni Saputra,1,"main kalah terus mending hapus aja game nya,dari bintang full sampe ksoong,yang adil dikit kalo buat game moonton",2026-01-06 01:04:02,
Rizal Sidik akbar,4,game yg menyenangkan,2026-01-06 01:02:04,
TERSERAH GAK PEDULI,1,"tolong di perbaiki lagi pas war 5 orang kok suka kayak nonton video yang ngelag"" itu pas ku gerakin analognya ga mau responsif",2026-01-06 00:59:06,
abcdwa sptra,5,"moonton² ga berubah² juga ya dari dulu sampe skrng masih aja ""JARINGAN"" ya lag padahal udh wifi+data juga sama aja, tolong lah benerin kita smua jadi pada ga semangat push/main nya lagi gara gara satu masalah itu. mksih",2026-01-06 00:55:56,
Fandi pribadi Fandi,1,"mohon bantuan admin, akun saya sdh 2 bln nggak bisa liat skin tim & musuh saat ingame, padahal pembaruan aplikasi & download resource udah semua, tp tetap sama masih nggak bisa liat skin ingame.",2026-01-06 00:55:08,
Hilal Ajis,1,benerin jaringan anjjjjjjjj,2026-01-06 00:54:33,
faielzxx,1,game ini sangat luar biasa TIDAK ADIL karena kalo saya kain solo atau trio pasti ketemu nya sama rank mythic ke atas padahal rank saya masih legend dimana letak KEADILANYA moonton?,2026-01-06 00:52:38,
Mutsaqqaful Qawiyyul Fikri,1,bad team,2026-01-06 00:52:12,
yovi arianda,1,"MOONTON JEMBOOT PEMBAGIAN MACTH SELALU GA SEIMBANG SAMA MUSUH, KADANG DAPAT TIM USER MM SEMUA, MAGE SEMUA, ALHASIL KALAH MULU BABI",2026-01-06 00:50:26,
Sapril Norsaid,2,ga pernah benar ngasih tim selalu ga imbang,2026-01-06 00:50:14,
Raditya Rohman,2,"stres dapet tim ga bisa maen , sedangkan tim musuh jago",2026-01-06 00:47:26,
Geandra Gunawan,1,seru sekali banyak Hero temen temen saya pun suka sama gema mobile legends,2026-01-06 00:45:09,
Via yu,2,"Tolong lah buat gamenya ketika bermain ml di rnk, jangan kasih lawan yang jelek lah, kasih yang sama rank nya, mikir lah, orang tu capek, ap guna buat ml, orang untuk senag,ini malah stresss",2026-01-06 00:44:55,
Zaki Sihab,1,"Tolong perbaiki sistem matchnya jangan pertemukan rank yg tidak sesuai, saya sering sekali ketemu rank yg lebih tinggi dari saya dan tolong hilang kan dark sistem dari rank agar player bisa tenang bermainnya, dan tolong di perbaiki server saat bermain, di balas ini penting jangan di diemin aja kita player butuh balasan di pihak montoon",2026-01-06 00:43:06,
Lupiaj Hasan,2,"game payah menang kalah aja trus jumpa tim ke hewan ,awak terus mengendong ,ngstack di legend5 aja di 2 minggu nih jng",2026-01-06 00:42:10,
Hilman Anggara,1,"tolongg kasihh musuh nya yang seimbang, dan lebihh adil lah masa saya main-main beberapa pertandingan cuman menangnya cuman 2 kali? terus kalah nya banyak lagi, capek playernya kalau gini, capek capek main ini game Berjam jam cuman dapet hikmah nya aja😔",2026-01-06 00:42:10,
Dimas Ngepngep,1,AWOKAWOK GAME NYA MAKIN SEPI AMPE BOT BOT BERKELUARGA BIAR GAME NYA GA KELIATAN SEPI,2026-01-06 00:40:01,
Rizal Fahuzi,1,"Malas banget Mobile Legend sekarang, Isinya BOT, isinya Bot semua.. udah ga rekomend sekarang main game ini, mending pindah game.. sumpah game ter jelek!!!!",2026-01-06 00:38:45,
Relianto Realianto,5,keren banget,2026-01-06 00:38:15,
iping mboiz,1,"LEBIH BAIK PENSIUN DAH,,, DRPADA MAIN GAME GAK JELAS..",2026-01-06 00:37:29,
azka wayu77,1,buruk pilih kasih terus klo main sering kena trol nana hyper ga ada gitu sistem memisah kan player jago sama yang di bawah cape gendong 4 yatim mulu tolong sistem munton di upgrade tolol jng cuma skin doang main kaga bisa,2026-01-06 00:34:58,
Putri Widyawati,1,KECEWA,2026-01-06 00:34:13,
alvin ardana,1,tolong benerin bug verifikasi nya saya kehilangan 2 akun padahal gak aktifin verifikasi loh!!,2026-01-06 00:33:31,
Muhamad Aditiya,1,"moontot personal anj Jaringannya tiba"" leg padahal bagus",2026-01-06 00:32:40,
Jidni Nuron,1,game nya bagus banget untuk melatih (mental) alhamdulillah saya main kalah terus pikiran saya jadi ploong banget tiap hari kalah karena gak di kasih lawan yang sesuai🥰🥰🥰🥰🥰🤬👎,2026-01-06 00:31:54,
r_michael kaomaneng,1,"Gerakin heronya pake analog bisa (kadang 2 menit baru jalan heronya) Pencet skill, basic attack, spell gda respon sma sekali. Padahal jaringan dirumah bagus. Masih dikurangin juga bintangnya, padahal masalah ada di mereka, BABI.",2026-01-06 00:30:53,
Aldi Saputra,1,Kasih tim tuh yang masuk akal bisa gasi bikin orang ga mood maen aja kalo mau kasi bot yang bnr dikit Napa bikin stres orang aja ini game,2026-01-06 00:30:04,
Sero Onehit,5,teman kesendirian 😔,2026-01-06 00:29:53,
Al Maliki,1,monton kasi aku kalah,2026-01-06 00:29:48,
Fachrizal,2,"gausa didownload dah ini game, musuh top global dapet temen b0t noobie",2026-01-06 00:29:30,
Balyan Cod,1,"aplh moonton ni server ngelagnya gak karuan, jaringan full pdhl, kuota juga masih bnyak.",2026-01-06 00:29:27,
Muhammad Pratama67,1,ngelag anj,2026-01-06 00:27:11,
Yanzz Yanzz,5,"game anj bikin setres dihonor awal season ketemu orang kagak tau item counter dikasih ls apcb, gw kasih *5biar yang teratas dan semua orang membacanya",2026-01-06 00:26:48,
Hasanuddin Lubis,1,"game nya makin lama makin aneh,match nya terlalu sering rank glory ketemu player legend ke bawah,makin malas main ni game,match making nya gak beres,kalo gak ada perbaikin sih mending pindah game aja kalo gini..",2026-01-06 00:25:29,
Azka Nazril ilhami,1,woyy moonton kalau lagi main solo jangan di kasi yang draksitem oge atuhhh anjj,2026-01-06 00:24:23,
Joker Doang,1,"game gaq guna,,gaq adil ga qpernah dapet tim bagus,,,ada kek kita sellu dapwt tim GM,,game sama sekali ga qguna,,mending main HOK lebih enak dan adil",2026-01-06 00:23:35,
Manz LEGENDS,1,"temen gw pada pensi gara"" keseringan LOSETREAK, dapet team yg sama ranknya tinggi tapi skil ga sesuai sama ranknya, kocak nih lama""",2026-01-06 00:23:10,
Yuda Octavian's,1,matchmaking nya berantakan ga sesuai berat sebelah,2026-01-06 00:22:48,
Email utama - Galuh,1,min tolong ini mah ya mentang mentang di tiktok bisa di hapus komplen saya ga di dengerin sya cuman mau pembagian tim secara rata kan saya high renk imo jangan tim syaa campuran ada high renk nya Mawi honor sedangkan tim musuh rata imo semua jangan gitu lah berat di Saya min kalau gini terus mah orang orang makin sulit min saya sampe ls 10 kali loh dah itu gada perubahan dari segi tim yang di dapet sumpah ini mah dah di luar batas sih min parah lu min asli 🤬😡,2026-01-06 00:22:39,
gamal hazrin,1,selalu dapat lawan yg tidak se imbang,2026-01-06 00:21:22,
Revan Malik,3,game gajelas setiap gw 1 bintang lagi naik rank pasti di kasih musuh yg jago plissss monton kasih musuh yg imbang la,2026-01-06 00:21:07,
Rizal Gazhali24,1,anco aku dapat tin tolol truss montoon,2026-01-06 00:20:29,
Ayyaz Ja,3,Tolong lah moonton aku dapat legend card sudah berharap bagus eh malah dapat skin skin elite,2026-01-06 00:20:03,
Muhammad Rizki fadillah Fadillah,5,"game nya udh bagus,tapi tolong kalo kalah tuh jangan di turunin bintang nya,lu kira gua ngak stres main nih game los streak mulu.jadi tolong yah bintang nya jangan di turunnin.terus juga kalo main rank itu isinya drak sistem semua ton,jadi tolong kalo ngasih tim atau musuh yang imbang lah monton.",2026-01-06 00:19:37,
Ahdi01 channel,5,selama 7 tahun ini aku paling setia sama game ini,2026-01-06 00:19:03,
Adinata Majid,1,Musuh yang tidak setara gk jelas rank setara gameplay nya tim sendiri mesti tolol,2026-01-06 00:15:03,
zik aja,1,sinyal ancur anj tiap mau nyerang pasti sinyal merah bab11,2026-01-06 00:14:49,
daniel akbar03,1,"game bikin frustasi, pas main rank dikasi tim gak sepadan",2026-01-06 00:14:07,
Maman,1,yang mau depresi silahkan download.,2026-01-06 00:12:32,
Putra Putraa1,1,"semenjak update kemarin sering lag dan gk dapat di main kan, makin ke sini ms nya makin ngga bener suka 999 sendiri padahal sinyal full",2026-01-06 00:12:32,
Amalia Salsabila21,1,"dari pengalaman ku main game ini, sampe glory bintang 78, terkadang saat kita main, musuh dan team kita gerak gerik nya seperti bot/computer. tolong beri penjelasan, masa aku sering nemu musuh yang gerak gerik nya seperti bot terus,",2026-01-06 00:11:45,
Hasan Asari,1,"Saya mau kasih saran, segeralah atasi masalah player, tidak perlu jauh-jauh, dengarkan player, sebelum semuanya terlambat, game ini hancur. Saya tidak sabar melihat game ini hancur dan ditinggalkan. Bayangin aja, bertahun-tahun, masalah lag, keseimbangan matchmaking, kikir, dll tidak kunjung membaik, kayaknya developernya yakin banget game ini akan bertahan lama terus.",2026-01-06 00:09:56,"Dear Hero,
Kami mohon maaf atas ketidaknyamanan yang Anda alami. Kami berharap Anda bisa memberikan tangkapan layar atau informasi yang lebih spesifik melalui CS in-game atau email untuk membantu kami mengonfirmasi masalah. Kami akan mengumpulkan pertanyaan dan feedback Anda untuk terus meningkatkan pengalaman game.
Terima kasih!"
Muhammad Devin Anbya Alwalid,1,"sistem matchmaking lu ga adil gue solo ketemu squad, ya kali tim nya ngimbangin lah ini malah penghuni asli semua",2026-01-06 00:04:47,
